Country,Group_Technology,Technology,RE_or_Non_RE,Year,Electricity_Installed_Capacity__MW_
Belgium,Wind energy,Offshore wind energy,Total Renewable,2018,1185.9
Belgium,Wind energy,Offshore wind energy,Total Renewable,2019,1555.5
Belgium,Wind energy,Offshore wind energy,Total Renewable,2020,2261.8
Belgium,Wind energy,Offshore wind energy,Total Renewable,2021,2261.8
Belgium,Wind energy,Offshore wind energy,Total Renewable,2022,2261.8
Belgium,Wind energy,Offshore wind energy,Total Renewable,2023,2261.8
Belgium,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,7395.2
Belgium,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,7288.7
Belgium,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,7265.3
Belgium,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,7013.3
Belgium,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,6983.2
Belgium,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,6974.4
Belgium,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,6969.6
Belgium,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,7095.7
Belgium,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,7083.7
Belgium,Solar energy,Solar photovoltaic,Total Renewable,2015,3131.6
Belgium,Solar energy,Solar photovoltaic,Total Renewable,2016,3328.8
Belgium,Solar energy,Solar photovoltaic,Total Renewable,2017,3620.6
Belgium,Solar energy,Solar photovoltaic,Total Renewable,2018,4000.0
Belgium,Solar energy,Solar photovoltaic,Total Renewable,2019,4636.6
Belgium,Solar energy,Solar photovoltaic,Total Renewable,2020,5572.8
Belgium,Solar energy,Solar photovoltaic,Total Renewable,2021,6012.4
Belgium,Solar energy,Solar photovoltaic,Total Renewable,2022,6756.1
Belgium,Solar energy,Solar photovoltaic,Total Renewable,2023,8549.1
Belgium,Pumped storage,Pumped storage,Total Non-Renewable,2015,1307.0
Belgium,Pumped storage,Pumped storage,Total Non-Renewable,2016,1307.0
Belgium,Pumped storage,Pumped storage,Total Non-Renewable,2017,1307.0
Belgium,Pumped storage,Pumped storage,Total Non-Renewable,2018,1307.0
Belgium,Pumped storage,Pumped storage,Total Non-Renewable,2019,1307.0
Belgium,Pumped storage,Pumped storage,Total Non-Renewable,2020,1307.0
Belgium,Pumped storage,Pumped storage,Total Non-Renewable,2021,1307.0
Belgium,Pumped storage,Pumped storage,Total Non-Renewable,2022,1307.0
Belgium,Pumped storage,Pumped storage,Total Non-Renewable,2023,1307.0
Belgium,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2015,184.6
Belgium,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2016,186.95
Belgium,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2017,189.7
Belgium,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2018,188.4
Belgium,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2019,191.75
Belgium,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2020,191.65
Belgium,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2021,202.1
Belgium,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2022,302.55
Belgium,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2023,302.55
Belgium,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,112.0
Belgium,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,109.1
Belgium,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,107.0
Belgium,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,107.8
Belgium,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,104.1
Belgium,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,105.8
Belgium,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,110.7
Belgium,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,123.3
Belgium,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,123.3
Bosnia and Herzegovina,Bioenergy,Biogas,Total Renewable,2016,1.0
Bosnia and Herzegovina,Bioenergy,Biogas,Total Renewable,2017,1.0
Bosnia and Herzegovina,Bioenergy,Biogas,Total Renewable,2018,0.99
Bosnia and Herzegovina,Bioenergy,Biogas,Total Renewable,2019,0.99
Bosnia and Herzegovina,Bioenergy,Biogas,Total Renewable,2020,0.99
Bosnia and Herzegovina,Bioenergy,Biogas,Total Renewable,2021,0.99
Bosnia and Herzegovina,Bioenergy,Biogas,Total Renewable,2022,1.59
Bosnia and Herzegovina,Bioenergy,Biogas,Total Renewable,2023,1.59
Bosnia and Herzegovina,Bioenergy,Solid biofuels,Total Renewable,2018,0.25
Bosnia and Herzegovina,Bioenergy,Solid biofuels,Total Renewable,2019,1.22
Bosnia and Herzegovina,Bioenergy,Solid biofuels,Total Renewable,2020,1.12
Bosnia and Herzegovina,Bioenergy,Solid biofuels,Total Renewable,2021,9.22
Bosnia and Herzegovina,Bioenergy,Solid biofuels,Total Renewable,2022,9.22
Bosnia and Herzegovina,Bioenergy,Solid biofuels,Total Renewable,2023,9.22
Bosnia and Herzegovina,Wind energy,Onshore wind energy,Total Renewable,2015,0.3
Bosnia and Herzegovina,Wind energy,Onshore wind energy,Total Renewable,2016,0.3
Bosnia and Herzegovina,Wind energy,Onshore wind energy,Total Renewable,2017,0.3
Bosnia and Herzegovina,Wind energy,Onshore wind energy,Total Renewable,2018,51.0
Bosnia and Herzegovina,Wind energy,Onshore wind energy,Total Renewable,2019,87.0
Bosnia and Herzegovina,Wind energy,Onshore wind energy,Total Renewable,2020,87.0
Bosnia and Herzegovina,Wind energy,Onshore wind energy,Total Renewable,2021,135.0
Bosnia and Herzegovina,Wind energy,Onshore wind energy,Total Renewable,2022,135.0
Bosnia and Herzegovina,Wind energy,Onshore wind energy,Total Renewable,2023,135.0
Bosnia and Herzegovina,Fossil fuels,Oil,Total Non-Renewable,2015,21.0
Bosnia and Herzegovina,Fossil fuels,Oil,Total Non-Renewable,2016,21.0
Bosnia and Herzegovina,Fossil fuels,Oil,Total Non-Renewable,2017,21.0
Bosnia and Herzegovina,Fossil fuels,Oil,Total Non-Renewable,2018,21.0
Bosnia and Herzegovina,Fossil fuels,Oil,Total Non-Renewable,2019,21.0
Bosnia and Herzegovina,Fossil fuels,Oil,Total Non-Renewable,2020,21.0
Bosnia and Herzegovina,Fossil fuels,Oil,Total Non-Renewable,2021,21.0
Bosnia and Herzegovina,Fossil fuels,Oil,Total Non-Renewable,2022,21.0
Bosnia and Herzegovina,Fossil fuels,Oil,Total Non-Renewable,2023,21.0
Bosnia and Herzegovina,Fossil fuels,Natural gas,Total Non-Renewable,2015,10.0
Bosnia and Herzegovina,Fossil fuels,Natural gas,Total Non-Renewable,2016,10.23
Bosnia and Herzegovina,Fossil fuels,Natural gas,Total Non-Renewable,2017,10.23
Bosnia and Herzegovina,Fossil fuels,Natural gas,Total Non-Renewable,2018,10.23
Bosnia and Herzegovina,Fossil fuels,Natural gas,Total Non-Renewable,2019,10.23
Bosnia and Herzegovina,Fossil fuels,Natural gas,Total Non-Renewable,2020,10.23
Bosnia and Herzegovina,Fossil fuels,Natural gas,Total Non-Renewable,2021,10.23
Bosnia and Herzegovina,Fossil fuels,Natural gas,Total Non-Renewable,2022,10.23
Bosnia and Herzegovina,Fossil fuels,Natural gas,Total Non-Renewable,2023,10.23
Bosnia and Herzegovina,Fossil fuels,Coal and peat,Total Non-Renewable,2015,1765.0
Bosnia and Herzegovina,Fossil fuels,Coal and peat,Total Non-Renewable,2016,2065.0
Bosnia and Herzegovina,Fossil fuels,Coal and peat,Total Non-Renewable,2017,2133.0
Bosnia and Herzegovina,Fossil fuels,Coal and peat,Total Non-Renewable,2018,2134.0
Bosnia and Herzegovina,Fossil fuels,Coal and peat,Total Non-Renewable,2019,2135.08
Bosnia and Herzegovina,Fossil fuels,Coal and peat,Total Non-Renewable,2020,2134.0
Bosnia and Herzegovina,Fossil fuels,Coal and peat,Total Non-Renewable,2021,2135.62
Bosnia and Herzegovina,Fossil fuels,Coal and peat,Total Non-Renewable,2022,2135.62
Bosnia and Herzegovina,Fossil fuels,Coal and peat,Total Non-Renewable,2023,2135.62
Bosnia and Herzegovina,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,60.23
Bosnia and Herzegovina,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,59.0
Bosnia and Herzegovina,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,59.0
Bosnia and Herzegovina,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,58.76
Bosnia and Herzegovina,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,57.79
Bosnia and Herzegovina,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,57.89
Bosnia and Herzegovina,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,57.89
Bosnia and Herzegovina,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,57.89
Bosnia and Herzegovina,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,57.89
Bosnia and Herzegovina,Solar energy,Solar photovoltaic,Total Renewable,2015,8.17
Bosnia and Herzegovina,Solar energy,Solar photovoltaic,Total Renewable,2016,14.12
Bosnia and Herzegovina,Solar energy,Solar photovoltaic,Total Renewable,2017,16.0
Bosnia and Herzegovina,Solar energy,Solar photovoltaic,Total Renewable,2018,18.15
Bosnia and Herzegovina,Solar energy,Solar photovoltaic,Total Renewable,2019,22.35
Bosnia and Herzegovina,Solar energy,Solar photovoltaic,Total Renewable,2020,34.89
Bosnia and Herzegovina,Solar energy,Solar photovoltaic,Total Renewable,2021,56.51
Bosnia and Herzegovina,Solar energy,Solar photovoltaic,Total Renewable,2022,101.89
Bosnia and Herzegovina,Solar energy,Solar photovoltaic,Total Renewable,2023,131.89
Bosnia and Herzegovina,Pumped storage,Pumped storage,Total Non-Renewable,2015,420.0
Bosnia and Herzegovina,Pumped storage,Pumped storage,Total Non-Renewable,2016,420.0
Bosnia and Herzegovina,Pumped storage,Pumped storage,Total Non-Renewable,2017,420.0
Bosnia and Herzegovina,Pumped storage,Pumped storage,Total Non-Renewable,2018,420.0
Bosnia and Herzegovina,Pumped storage,Pumped storage,Total Non-Renewable,2019,420.0
Bosnia and Herzegovina,Pumped storage,Pumped storage,Total Non-Renewable,2020,420.0
Bosnia and Herzegovina,Pumped storage,Pumped storage,Total Non-Renewable,2021,420.0
Bosnia and Herzegovina,Pumped storage,Pumped storage,Total Non-Renewable,2022,420.0
Bosnia and Herzegovina,Pumped storage,Pumped storage,Total Non-Renewable,2023,420.0
Bosnia and Herzegovina,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,1716.943
Bosnia and Herzegovina,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,1760.24
Bosnia and Herzegovina,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,1791.0
Bosnia and Herzegovina,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,1815.6
Bosnia and Herzegovina,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,1818.84
Bosnia and Herzegovina,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,1828.79
Bosnia and Herzegovina,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,1836.78
Bosnia and Herzegovina,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,1838.49
Bosnia and Herzegovina,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,1838.49
Bulgaria,Nuclear,Nuclear,Total Non-Renewable,2015,1975.0
Bulgaria,Nuclear,Nuclear,Total Non-Renewable,2016,1967.0
Bulgaria,Nuclear,Nuclear,Total Non-Renewable,2017,1967.0
Bulgaria,Nuclear,Nuclear,Total Non-Renewable,2018,2008.0
Bulgaria,Nuclear,Nuclear,Total Non-Renewable,2019,2006.0
Bulgaria,Nuclear,Nuclear,Total Non-Renewable,2020,2006.0
Bulgaria,Nuclear,Nuclear,Total Non-Renewable,2021,2006.0
Bulgaria,Nuclear,Nuclear,Total Non-Renewable,2022,2006.0
Bulgaria,Nuclear,Nuclear,Total Non-Renewable,2023,2006.0
Bulgaria,Bioenergy,Biogas,Total Renewable,2015,20.0
Bulgaria,Bioenergy,Biogas,Total Renewable,2016,38.0
Bulgaria,Bioenergy,Biogas,Total Renewable,2017,29.03
Bulgaria,Bioenergy,Biogas,Total Renewable,2018,30.0
Bulgaria,Bioenergy,Biogas,Total Renewable,2019,26.947
Bulgaria,Bioenergy,Biogas,Total Renewable,2020,26.581
Bulgaria,Bioenergy,Biogas,Total Renewable,2021,26.998
Bulgaria,Bioenergy,Biogas,Total Renewable,2022,28.601
Bulgaria,Bioenergy,Biogas,Total Renewable,2023,28.601
Bulgaria,Bioenergy,Biogas,Total Renewable,2018,6.409
Bulgaria,Bioenergy,Biogas,Total Renewable,2019,6.409
Bulgaria,Bioenergy,Biogas,Total Renewable,2020,6.409
Bulgaria,Bioenergy,Biogas,Total Renewable,2021,6.409
Bulgaria,Bioenergy,Biogas,Total Renewable,2022,6.409
Bulgaria,Bioenergy,Biogas,Total Renewable,2023,6.409
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2015,34.0
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2016,19.0
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2017,22.973
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2018,22.973
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2019,22.973
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2020,14.064
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2021,11.914
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2022,12.1
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2023,12.1
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2018,10.046
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2019,0.54
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2020,1.0
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2021,2.0
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2022,3.0
Bulgaria,Bioenergy,Solid biofuels,Total Renewable,2023,3.0
Bulgaria,Wind energy,Onshore wind energy,Total Renewable,2015,699.0
Bulgaria,Wind energy,Onshore wind energy,Total Renewable,2016,699.0
Bulgaria,Wind energy,Onshore wind energy,Total Renewable,2017,698.39
Bulgaria,Wind energy,Onshore wind energy,Total Renewable,2018,698.92
Bulgaria,Wind energy,Onshore wind energy,Total Renewable,2019,703.12
Bulgaria,Wind energy,Onshore wind energy,Total Renewable,2020,702.8
Bulgaria,Wind energy,Onshore wind energy,Total Renewable,2021,704.375
Bulgaria,Wind energy,Onshore wind energy,Total Renewable,2022,702.085
Bulgaria,Wind energy,Onshore wind energy,Total Renewable,2023,702.085
Bulgaria,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,3937.0
Bulgaria,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,3765.0
Bulgaria,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,3733.36
Bulgaria,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,4150.975
Bulgaria,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,4040.362
Bulgaria,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,3758.402
Bulgaria,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,3806.665
Bulgaria,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,3974.582
Bulgaria,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,3974.582
Bulgaria,Solar energy,Solar photovoltaic,Total Renewable,2015,1028.0
Bulgaria,Solar energy,Solar photovoltaic,Total Renewable,2016,1030.0
Bulgaria,Solar energy,Solar photovoltaic,Total Renewable,2017,1030.701
Bulgaria,Solar energy,Solar photovoltaic,Total Renewable,2018,1033.058
Bulgaria,Solar energy,Solar photovoltaic,Total Renewable,2019,1044.39
Bulgaria,Solar energy,Solar photovoltaic,Total Renewable,2020,1100.211
Bulgaria,Solar energy,Solar photovoltaic,Total Renewable,2021,1274.713
Bulgaria,Solar energy,Solar photovoltaic,Total Renewable,2022,1737.184
Bulgaria,Solar energy,Solar photovoltaic,Total Renewable,2023,2937.184
Bulgaria,Pumped storage,Pumped storage,Total Non-Renewable,2015,864.0
Bulgaria,Pumped storage,Pumped storage,Total Non-Renewable,2016,864.0
Bulgaria,Pumped storage,Pumped storage,Total Non-Renewable,2017,864.0
Bulgaria,Pumped storage,Pumped storage,Total Non-Renewable,2018,864.0
Bulgaria,Pumped storage,Pumped storage,Total Non-Renewable,2019,864.0
Bulgaria,Pumped storage,Pumped storage,Total Non-Renewable,2020,864.0
Bulgaria,Pumped storage,Pumped storage,Total Non-Renewable,2021,864.0
Bulgaria,Pumped storage,Pumped storage,Total Non-Renewable,2022,864.0
Bulgaria,Pumped storage,Pumped storage,Total Non-Renewable,2023,864.0
Bulgaria,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2015,149.0
Bulgaria,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2016,149.0
Bulgaria,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2017,149.0
Bulgaria,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2018,149.0
Bulgaria,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2019,149.0
Bulgaria,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2020,149.0
Bulgaria,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2021,149.0
Bulgaria,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2022,149.0
Bulgaria,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2023,149.0
Bulgaria,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,2206.0
Bulgaria,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,2210.0
Bulgaria,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,2358.55
Bulgaria,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,2366.0
Bulgaria,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,2365.35
Bulgaria,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,2363.456
Bulgaria,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,2356.233
Bulgaria,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,2376.923
Bulgaria,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,2376.923
Croatia,Bioenergy,Biogas,Total Renewable,2015,3.5
Croatia,Bioenergy,Biogas,Total Renewable,2016,3.5
Croatia,Bioenergy,Biogas,Total Renewable,2017,3.5
Croatia,Bioenergy,Biogas,Total Renewable,2018,3.5
Croatia,Bioenergy,Biogas,Total Renewable,2019,3.5
Croatia,Bioenergy,Biogas,Total Renewable,2020,3.5
Croatia,Bioenergy,Biogas,Total Renewable,2021,3.5
Croatia,Bioenergy,Biogas,Total Renewable,2022,3.5
Croatia,Bioenergy,Biogas,Total Renewable,2023,3.5
Croatia,Bioenergy,Biogas,Total Renewable,2015,22.0
Croatia,Bioenergy,Biogas,Total Renewable,2016,31.0
Croatia,Bioenergy,Biogas,Total Renewable,2017,39.1
Croatia,Bioenergy,Biogas,Total Renewable,2018,45.1
Croatia,Bioenergy,Biogas,Total Renewable,2019,46.4
Croatia,Bioenergy,Biogas,Total Renewable,2020,49.6
Croatia,Bioenergy,Biogas,Total Renewable,2021,53.6
Croatia,Bioenergy,Biogas,Total Renewable,2022,53.8
Croatia,Bioenergy,Biogas,Total Renewable,2023,53.8
Croatia,Bioenergy,Biogas,Total Renewable,2015,2.0
Croatia,Bioenergy,Biogas,Total Renewable,2016,2.0
Croatia,Bioenergy,Biogas,Total Renewable,2017,2.0
Croatia,Bioenergy,Biogas,Total Renewable,2018,2.0
Croatia,Bioenergy,Biogas,Total Renewable,2019,2.0
Croatia,Bioenergy,Biogas,Total Renewable,2020,2.0
Croatia,Bioenergy,Biogas,Total Renewable,2021,2.0
Croatia,Bioenergy,Biogas,Total Renewable,2022,2.0
Croatia,Bioenergy,Biogas,Total Renewable,2023,2.0
Croatia,Bioenergy,Solid biofuels,Total Renewable,2015,25.0
Croatia,Bioenergy,Solid biofuels,Total Renewable,2016,26.0
Croatia,Bioenergy,Solid biofuels,Total Renewable,2017,42.0
Croatia,Bioenergy,Solid biofuels,Total Renewable,2018,64.8
Croatia,Bioenergy,Solid biofuels,Total Renewable,2019,75.5
Croatia,Bioenergy,Solid biofuels,Total Renewable,2020,80.2
